,0,1
0,0.936,0.064
1,0.98,0.02
2,0.56,0.44
3,0.828,0.172
4,0.494,0.506
5,0.934,0.066
6,0.54,0.46
7,0.874,0.126
8,0.674,0.326
9,0.818,0.182
10,0.398,0.602
11,0.426,0.574
12,0.626,0.374
13,0.898,0.102
14,0.614,0.386
15,0.786,0.214
16,0.95,0.05
17,0.958,0.042
18,0.838,0.162
19,0.976,0.024
20,0.344,0.656
21,0.916,0.084
22,0.416,0.584
23,0.918,0.082
24,0.458,0.542
25,0.954,0.046
26,1.0,0.0
27,0.954,0.046
28,0.994,0.006
29,0.372,0.628
30,0.262,0.738
31,0.822,0.178
32,0.502,0.498
33,0.962,0.038
34,0.938,0.062
35,0.988,0.012
36,0.964,0.036
37,0.612,0.388
38,0.754,0.246
39,0.806,0.194
40,0.922,0.078
41,0.996,0.004
42,0.524,0.476
