,0,1
0,0.986,0.014
1,0.172,0.828
2,0.896,0.104
3,0.874,0.126
4,0.982,0.018
5,0.79,0.21
6,0.164,0.836
7,0.952,0.048
8,0.824,0.176
9,0.93,0.07
10,0.964,0.036
11,0.312,0.688
12,0.372,0.628
13,0.818,0.182
14,0.92,0.08
15,0.954,0.046
16,0.764,0.236
17,0.44,0.56
18,0.348,0.652
19,0.962,0.038
20,0.994,0.006
21,0.276,0.724
22,0.912,0.088
23,0.892,0.108
24,0.778,0.222
25,0.842,0.158
26,0.9,0.1
27,0.69,0.31
28,0.154,0.846
29,0.08,0.92
30,0.952,0.048
31,0.878,0.122
32,0.878,0.122
33,0.118,0.882
34,0.758,0.242
35,0.93,0.07
36,0.806,0.194
37,0.954,0.046
38,0.912,0.088
39,0.752,0.248
40,0.99,0.01
41,0.944,0.056
42,0.2,0.8
