,0,1
0,0.782,0.218
1,0.814,0.186
2,0.966,0.034
3,0.99,0.01
4,0.838,0.162
5,0.436,0.564
6,0.902,0.098
7,0.116,0.884
8,0.698,0.302
9,0.996,0.004
10,0.944,0.056
11,0.422,0.578
12,0.934,0.066
13,0.796,0.204
14,0.958,0.042
15,0.87,0.13
16,0.912,0.088
17,0.912,0.088
18,0.74,0.26
19,0.858,0.142
20,0.782,0.218
21,0.926,0.074
22,0.62,0.38
23,0.428,0.572
24,0.28,0.72
25,0.942,0.058
26,0.936,0.064
27,0.986,0.014
28,0.64,0.36
29,0.67,0.33
30,0.95,0.05
31,0.926,0.074
32,0.924,0.076
33,0.978,0.022
34,0.87,0.13
35,0.954,0.046
36,0.73,0.27
37,0.994,0.006
38,0.956,0.044
39,0.808,0.192
40,0.6,0.4
41,0.808,0.192
42,0.652,0.348
43,0.842,0.158
44,0.764,0.236
45,0.95,0.05
46,0.564,0.436
47,0.828,0.172
48,0.964,0.036
49,0.272,0.728
50,0.506,0.494
51,0.496,0.504
52,0.77,0.23
53,0.412,0.588
54,0.9,0.1
55,0.968,0.032
56,0.916,0.084
57,0.882,0.118
58,0.826,0.174
59,0.038,0.962
