,0,1
0,0.69,0.31
1,0.836,0.164
2,0.944,0.056
3,0.962,0.038
4,0.444,0.556
5,0.406,0.594
6,0.95,0.05
7,0.35,0.65
8,0.804,0.196
9,0.814,0.186
10,0.84,0.16
11,0.938,0.062
12,0.56,0.44
13,0.484,0.516
14,0.406,0.594
15,0.498,0.502
16,0.462,0.538
17,0.972,0.028
18,0.996,0.004
19,0.932,0.068
20,0.394,0.606
21,0.958,0.042
22,0.346,0.654
23,0.34,0.66
24,0.718,0.282
25,0.854,0.146
26,0.53,0.47
27,0.93,0.07
28,0.806,0.194
29,0.836,0.164
30,0.988,0.012
31,0.33,0.67
32,0.928,0.072
33,0.366,0.634
34,1.0,0.0
35,0.516,0.484
36,0.998,0.002
37,0.992,0.008
38,0.354,0.646
39,0.268,0.732
40,0.312,0.688
41,0.736,0.264
42,0.398,0.602
