,0,1
0,0.734,0.266
1,0.722,0.278
2,0.85,0.15
3,0.922,0.078
4,0.33,0.67
5,0.83,0.17
6,0.626,0.374
7,0.482,0.518
8,0.632,0.368
9,0.746,0.254
10,0.66,0.34
11,0.648,0.352
12,0.362,0.638
13,0.622,0.378
14,0.628,0.372
15,0.89,0.11
16,0.526,0.474
17,0.784,0.216
18,0.812,0.188
19,0.818,0.182
20,0.376,0.624
21,0.878,0.122
22,0.832,0.168
23,0.904,0.096
24,0.676,0.324
25,0.884,0.116
26,0.592,0.408
27,0.89,0.11
28,0.872,0.128
29,0.986,0.014
30,0.648,0.352
31,0.856,0.144
32,0.936,0.064
33,0.71,0.29
34,0.944,0.056
35,0.478,0.522
36,0.654,0.346
37,0.69,0.31
38,0.848,0.152
39,0.876,0.124
40,0.844,0.156
41,0.808,0.192
42,0.286,0.714
