,0,1
0,0.994,0.006
1,0.256,0.744
2,0.91,0.09
3,0.88,0.12
4,0.984,0.016
5,0.864,0.136
6,0.156,0.844
7,0.818,0.182
8,0.704,0.296
9,0.986,0.014
10,0.796,0.204
11,0.274,0.726
12,0.384,0.616
13,0.782,0.218
14,0.848,0.152
15,0.862,0.138
16,0.604,0.396
17,0.616,0.384
18,0.322,0.678
19,0.996,0.004
20,0.44,0.56
21,0.42,0.58
22,0.954,0.046
23,0.53,0.47
24,0.53,0.47
25,0.918,0.082
26,0.468,0.532
27,0.662,0.338
28,0.162,0.838
29,0.154,0.846
30,0.906,0.094
31,0.998,0.002
32,0.536,0.464
33,0.1,0.9
34,0.824,0.176
35,0.51,0.49
36,0.98,0.02
37,0.974,0.026
38,0.52,0.48
39,0.966,0.034
40,0.996,0.004
41,0.972,0.028
42,0.226,0.774
