,0,1
0,0.308,0.692
1,0.954,0.046
2,0.952,0.048
3,1.0,0.0
4,0.724,0.276
5,0.716,0.284
6,0.998,0.002
7,0.988,0.012
8,0.196,0.804
9,0.992,0.008
10,0.962,0.038
11,1.0,0.0
12,0.924,0.076
13,0.994,0.006
14,0.498,0.502
15,0.81,0.19
16,0.702,0.298
17,0.742,0.258
18,0.994,0.006
19,0.646,0.354
20,0.944,0.056
21,0.894,0.106
22,0.804,0.196
23,0.95,0.05
24,0.052,0.948
25,0.966,0.034
26,0.998,0.002
27,1.0,0.0
28,0.996,0.004
29,0.174,0.826
30,0.994,0.006
31,0.948,0.052
32,0.694,0.306
33,0.478,0.522
34,0.948,0.052
35,0.294,0.706
36,0.884,0.116
37,0.978,0.022
38,0.394,0.606
39,0.85,0.15
40,0.872,0.128
41,0.544,0.456
42,0.992,0.008
43,0.984,0.016
44,0.972,0.028
45,0.802,0.198
46,0.852,0.148
47,0.836,0.164
48,0.996,0.004
49,0.908,0.092
50,0.702,0.298
51,0.746,0.254
52,0.992,0.008
53,0.988,0.012
54,0.94,0.06
55,0.908,0.092
56,0.93,0.07
57,0.744,0.256
58,0.8,0.2
59,0.596,0.404
