,0,1
0,0.958,0.042
1,0.89,0.11
2,0.72,0.28
3,0.89,0.11
4,0.994,0.006
5,0.666,0.334
6,0.936,0.064
7,0.792,0.208
8,0.87,0.13
9,0.988,0.012
10,0.286,0.714
11,0.972,0.028
12,1.0,0.0
13,0.83,0.17
14,0.97,0.03
15,0.816,0.184
16,0.56,0.44
17,0.93,0.07
18,0.686,0.314
19,0.86,0.14
20,0.734,0.266
21,0.996,0.004
22,0.802,0.198
23,0.98,0.02
24,0.606,0.394
25,0.978,0.022
26,0.994,0.006
27,0.726,0.274
28,0.934,0.066
29,0.976,0.024
30,0.918,0.082
31,0.562,0.438
32,0.99,0.01
33,0.996,0.004
34,0.824,0.176
35,0.788,0.212
36,0.994,0.006
37,0.992,0.008
38,0.6,0.4
39,0.98,0.02
40,0.976,0.024
41,0.98,0.02
42,0.776,0.224
43,0.994,0.006
44,0.43,0.57
45,0.966,0.034
46,0.558,0.442
47,0.994,0.006
48,0.908,0.092
49,0.308,0.692
50,0.806,0.194
51,0.956,0.044
52,0.85,0.15
53,0.96,0.04
54,0.994,0.006
55,0.994,0.006
56,0.926,0.074
57,0.96,0.04
58,0.92,0.08
59,0.428,0.572
