,0,1
0,0.75,0.25
1,0.704,0.296
2,0.55,0.45
3,0.886,0.114
4,0.242,0.758
5,0.664,0.336
6,0.364,0.636
7,0.848,0.152
8,0.992,0.008
9,0.2,0.8
10,0.98,0.02
11,0.852,0.148
12,0.944,0.056
13,0.822,0.178
14,0.798,0.202
15,0.49,0.51
16,0.804,0.196
17,0.746,0.254
18,0.166,0.834
19,0.936,0.064
20,0.966,0.034
21,0.756,0.244
22,0.748,0.252
23,0.87,0.13
24,0.828,0.172
25,0.512,0.488
26,0.736,0.264
27,0.722,0.278
28,0.926,0.074
29,0.542,0.458
30,0.912,0.088
31,0.586,0.414
32,0.878,0.122
33,0.258,0.742
34,0.456,0.544
35,0.35,0.65
36,0.82,0.18
37,0.902,0.098
38,0.478,0.522
39,0.454,0.546
40,0.508,0.492
41,0.842,0.158
42,0.042,0.958
