,0,1
0,0.856,0.144
1,0.928,0.072
2,0.786,0.214
3,0.978,0.022
4,0.924,0.076
5,0.82,0.18
6,0.696,0.304
7,0.13,0.87
8,0.59,0.41
9,0.898,0.102
10,0.64,0.36
11,0.092,0.908
12,0.91,0.09
13,0.778,0.222
14,0.754,0.246
15,0.524,0.476
16,0.862,0.138
17,0.472,0.528
18,0.722,0.278
19,0.732,0.268
20,0.87,0.13
21,0.462,0.538
22,0.896,0.104
23,0.954,0.046
24,0.436,0.564
25,1.0,0.0
26,0.834,0.166
27,0.77,0.23
28,0.8,0.2
29,0.674,0.326
30,0.58,0.42
31,0.922,0.078
32,0.48,0.52
33,1.0,0.0
34,0.95,0.05
35,0.79,0.21
36,0.492,0.508
37,0.762,0.238
38,0.426,0.574
39,0.786,0.214
40,0.95,0.05
41,0.764,0.236
42,0.642,0.358
43,0.858,0.142
44,0.696,0.304
45,0.666,0.334
46,0.382,0.618
47,0.77,0.23
48,0.476,0.524
49,0.678,0.322
50,0.66,0.34
51,0.756,0.244
52,0.73,0.27
53,0.974,0.026
54,0.71,0.29
55,0.958,0.042
56,0.698,0.302
57,0.686,0.314
58,0.898,0.102
59,0.39,0.61
