,0,1
0,0.42,0.58
1,0.848,0.152
2,0.994,0.006
3,0.714,0.286
4,0.966,0.034
5,0.238,0.762
6,0.902,0.098
7,0.098,0.902
8,0.9,0.1
9,0.984,0.016
10,0.99,0.01
11,0.838,0.162
12,0.954,0.046
13,0.928,0.072
14,0.636,0.364
15,0.554,0.446
16,0.644,0.356
17,0.85,0.15
18,0.998,0.002
19,0.976,0.024
20,0.3,0.7
21,0.99,0.01
22,0.43,0.57
23,0.98,0.02
24,0.99,0.01
25,0.656,0.344
26,0.896,0.104
27,1.0,0.0
28,0.842,0.158
29,1.0,0.0
30,0.95,0.05
31,0.998,0.002
32,0.618,0.382
33,0.962,0.038
34,0.498,0.502
35,0.988,0.012
36,1.0,0.0
37,0.58,0.42
38,0.818,0.182
39,1.0,0.0
40,0.608,0.392
41,0.88,0.12
42,0.232,0.768
