,0,1
0,0.338,0.662
1,0.638,0.362
2,0.828,0.172
3,0.33,0.67
4,0.184,0.816
5,0.278,0.722
6,0.46,0.54
7,0.932,0.068
8,0.964,0.036
9,0.146,0.854
10,0.974,0.026
11,0.948,0.052
12,0.958,0.042
13,0.994,0.006
14,0.428,0.572
15,0.51,0.49
16,0.85,0.15
17,0.674,0.326
18,0.322,0.678
19,0.994,0.006
20,0.99,0.01
21,0.67,0.33
22,0.922,0.078
23,0.922,0.078
24,0.572,0.428
25,0.388,0.612
26,0.976,0.024
27,0.964,0.036
28,1.0,0.0
29,0.994,0.006
30,0.97,0.03
31,0.278,0.722
32,0.928,0.072
33,0.298,0.702
34,0.398,0.602
35,0.81,0.19
36,0.996,0.004
37,0.604,0.396
38,0.59,0.41
39,0.882,0.118
40,0.6,0.4
41,0.992,0.008
42,0.152,0.848
