,0,1
0,0.556,0.444
1,0.996,0.004
2,0.304,0.696
3,0.91,0.09
4,0.41,0.59
5,0.582,0.418
6,0.946,0.054
7,0.984,0.016
8,0.006,0.994
9,0.776,0.224
10,0.94,0.06
11,0.866,0.134
12,0.188,0.812
13,0.402,0.598
14,0.836,0.164
15,0.738,0.262
16,0.428,0.572
17,0.984,0.016
18,0.972,0.028
19,0.286,0.714
20,0.962,0.038
21,0.776,0.224
22,0.984,0.016
23,0.754,0.246
24,0.978,0.022
25,0.716,0.284
26,0.832,0.168
27,0.988,0.012
28,0.824,0.176
29,0.362,0.638
30,0.132,0.868
31,0.848,0.152
32,0.698,0.302
33,0.89,0.11
34,0.256,0.744
35,0.616,0.384
36,0.746,0.254
37,0.672,0.328
38,0.59,0.41
39,0.892,0.108
40,0.72,0.28
41,0.962,0.038
42,0.006,0.994
