,0,1
0,0.46,0.54
1,0.622,0.378
2,0.736,0.264
3,0.54,0.46
4,0.998,0.002
5,0.802,0.198
6,0.564,0.436
7,0.638,0.362
8,0.88,0.12
9,0.948,0.052
10,0.896,0.104
11,0.576,0.424
12,0.328,0.672
13,0.576,0.424
14,0.924,0.076
15,0.624,0.376
16,0.786,0.214
17,0.996,0.004
18,0.394,0.606
19,0.982,0.018
20,0.878,0.122
21,0.966,0.034
22,0.986,0.014
23,0.954,0.046
24,0.49,0.51
25,0.804,0.196
26,0.726,0.274
27,0.636,0.364
28,0.582,0.418
29,0.628,0.372
30,0.446,0.554
31,0.99,0.01
32,0.602,0.398
33,0.64,0.36
34,0.68,0.32
35,0.702,0.298
36,0.99,0.01
37,0.534,0.466
38,0.194,0.806
39,0.91,0.09
40,0.658,0.342
41,0.97,0.03
42,0.65,0.35
