,0,1
0,0.372,0.628
1,0.67,0.33
2,0.774,0.226
3,0.78,0.22
4,0.476,0.524
5,0.38,0.62
6,1.0,0.0
7,0.634,0.366
8,0.8,0.2
9,0.578,0.422
10,0.394,0.606
11,0.988,0.012
12,1.0,0.0
13,0.728,0.272
14,0.452,0.548
15,0.808,0.192
16,0.778,0.222
17,0.8,0.2
18,0.946,0.054
19,1.0,0.0
20,0.98,0.02
21,0.272,0.728
22,0.36,0.64
23,0.932,0.068
24,0.618,0.382
25,0.246,0.754
26,1.0,0.0
27,0.922,0.078
28,1.0,0.0
29,0.622,0.378
30,1.0,0.0
31,0.458,0.542
32,1.0,0.0
33,0.998,0.002
34,0.368,0.632
35,0.84,0.16
36,0.918,0.082
37,1.0,0.0
38,0.95,0.05
39,0.876,0.124
40,0.246,0.754
41,0.414,0.586
42,1.0,0.0
43,1.0,0.0
44,0.586,0.414
45,0.92,0.08
46,1.0,0.0
47,1.0,0.0
48,0.228,0.772
49,1.0,0.0
50,0.708,0.292
51,1.0,0.0
52,0.996,0.004
53,1.0,0.0
54,0.666,0.334
55,0.786,0.214
56,0.594,0.406
57,1.0,0.0
58,0.982,0.018
59,0.438,0.562
