,0,1
0,0.148,0.852
1,0.86,0.14
2,0.89,0.11
3,0.554,0.446
4,0.458,0.542
5,0.814,0.186
6,0.796,0.204
7,0.874,0.126
8,0.038,0.962
9,0.474,0.526
10,0.846,0.154
11,0.87,0.13
12,0.046,0.954
13,0.87,0.13
14,0.938,0.062
15,0.842,0.158
16,0.966,0.034
17,0.93,0.07
18,0.282,0.718
19,0.75,0.25
20,0.716,0.284
21,0.832,0.168
22,0.494,0.506
23,0.83,0.17
24,0.938,0.062
25,0.858,0.142
26,0.85,0.15
27,0.156,0.844
28,0.946,0.054
29,0.99,0.01
30,0.986,0.014
31,0.96,0.04
32,0.878,0.122
33,0.922,0.078
34,0.708,0.292
35,0.982,0.018
36,0.926,0.074
37,0.946,0.054
38,0.856,0.144
39,0.95,0.05
40,0.792,0.208
41,0.278,0.722
42,0.77,0.23
43,0.04,0.96
44,0.878,0.122
45,0.93,0.07
46,0.78,0.22
47,0.952,0.048
48,0.96,0.04
49,0.324,0.676
50,0.736,0.264
51,0.76,0.24
52,0.434,0.566
53,0.75,0.25
54,0.846,0.154
55,0.854,0.146
56,0.84,0.16
57,0.982,0.018
58,0.974,0.026
59,0.116,0.884
