,0,1
0,0.314,0.686
1,0.274,0.726
2,0.872,0.128
3,0.864,0.136
4,0.098,0.902
5,0.674,0.326
6,0.992,0.008
7,0.988,0.012
8,0.564,0.436
9,0.492,0.508
10,0.392,0.608
11,0.848,0.152
12,0.986,0.014
13,0.654,0.346
14,0.108,0.892
15,0.928,0.072
16,0.602,0.398
17,0.734,0.266
18,0.708,0.292
19,0.966,0.034
20,0.93,0.07
21,0.354,0.646
22,0.292,0.708
23,0.994,0.006
24,1.0,0.0
25,0.366,0.634
26,0.798,0.202
27,0.834,0.166
28,0.956,0.044
29,0.35,0.65
30,0.938,0.062
31,0.872,0.128
32,0.936,0.064
33,0.994,0.006
34,0.238,0.762
35,0.842,0.158
36,0.998,0.002
37,0.844,0.156
38,0.96,0.04
39,0.814,0.186
40,0.284,0.716
41,0.08,0.92
42,0.938,0.062
43,0.994,0.006
44,0.254,0.746
45,0.98,0.02
46,0.994,0.006
47,0.816,0.184
48,0.198,0.802
49,0.774,0.226
50,0.436,0.564
51,0.9,0.1
52,0.93,0.07
53,0.838,0.162
54,0.388,0.612
55,0.87,0.13
56,0.616,0.384
57,0.94,0.06
58,0.872,0.128
59,0.122,0.878
