,0,1
0,0.708,0.292
1,0.898,0.102
2,0.6,0.4
3,0.368,0.632
4,0.978,0.022
5,0.986,0.014
6,0.196,0.804
7,0.976,0.024
8,0.954,0.046
9,0.588,0.412
10,0.916,0.084
11,0.298,0.702
12,0.984,0.016
13,0.748,0.252
14,0.854,0.146
15,0.52,0.48
16,0.786,0.214
17,0.838,0.162
18,0.144,0.856
19,0.984,0.016
20,0.98,0.02
21,0.956,0.044
22,0.22,0.78
23,0.952,0.048
24,0.804,0.196
25,0.792,0.208
26,0.464,0.536
27,0.67,0.33
28,0.414,0.586
29,0.862,0.138
30,0.378,0.622
31,0.958,0.042
32,0.984,0.016
33,0.958,0.042
34,0.438,0.562
35,0.694,0.306
36,0.544,0.456
37,0.356,0.644
38,0.79,0.21
39,0.804,0.196
40,0.262,0.738
41,0.474,0.526
42,0.27,0.73
