,0,1
0,0.86,0.14
1,0.91,0.09
2,0.546,0.454
3,0.742,0.258
4,0.396,0.604
5,0.85,0.15
6,0.536,0.464
7,0.898,0.102
8,0.742,0.258
9,0.764,0.236
10,0.486,0.514
11,0.484,0.516
12,0.908,0.092
13,0.97,0.03
14,0.914,0.086
15,0.994,0.006
16,0.88,0.12
17,0.754,0.246
18,0.586,0.414
19,0.866,0.134
20,0.66,0.34
21,0.97,0.03
22,0.776,0.224
23,0.872,0.128
24,0.884,0.116
25,0.786,0.214
26,0.946,0.054
27,0.926,0.074
28,0.638,0.362
29,0.842,0.158
30,0.154,0.846
31,0.9,0.1
32,0.136,0.864
33,0.954,0.046
34,0.942,0.058
35,0.786,0.214
36,0.924,0.076
37,0.944,0.056
38,0.972,0.028
39,0.864,0.136
40,0.806,0.194
41,0.902,0.098
42,0.474,0.526
