,0,1
0,0.786,0.214
1,0.904,0.096
2,0.984,0.016
3,0.032,0.968
4,0.154,0.846
5,1.0,0.0
6,0.904,0.096
7,0.02,0.98
8,0.9,0.1
9,0.962,0.038
10,0.342,0.658
11,0.99,0.01
12,0.65,0.35
13,0.73,0.27
14,0.676,0.324
15,0.158,0.842
16,0.992,0.008
17,0.43,0.57
18,0.978,0.022
19,1.0,0.0
20,0.47,0.53
21,0.792,0.208
22,0.504,0.496
23,0.998,0.002
24,0.096,0.904
25,0.99,0.01
26,0.054,0.946
27,1.0,0.0
28,1.0,0.0
29,0.56,0.44
30,0.478,0.522
31,0.876,0.124
32,0.636,0.364
33,0.604,0.396
34,0.97,0.03
35,0.984,0.016
36,0.986,0.014
37,0.898,0.102
38,0.496,0.504
39,0.932,0.068
40,0.948,0.052
41,0.914,0.086
42,0.04,0.96
